user_id,year,month,base_amount,personal_amount,company_amount
1,2025,2,5637.26,112.75,450.98
1,2025,3,5637.26,112.75,450.98
1,2025,4,5637.26,112.75,450.98
1,2025,5,5637.26,112.75,450.98
1,2025,6,5637.26,112.75,450.98
1,2025,7,5637.26,112.75,450.98
1,2025,8,5637.26,112.75,450.98
1,2025,9,5637.26,112.75,450.98
1,2025,10,5637.26,112.75,450.98
1,2025,11,5637.26,112.75,450.98
1,2025,12,5637.26,112.75,450.98
2,2023,1,572.41,572.41,0.0
2,2024,1,605.47,605.47,0.0
2,2025,1,620.51,620.51,0.0
3,2022,1,4397.42,87.95,351.79
3,2022,2,4397.42,87.95,351.79
3,2022,3,4397.42,87.95,351.79
3,2022,4,4397.42,87.95,351.79
3,2022,5,4397.42,87.95,351.79
3,2022,6,4397.42,87.95,351.79
3,2022,7,4397.42,87.95,351.79
3,2022,8,4397.42,87.95,351.79
3,2022,9,4397.42,87.95,351.79
3,2022,10,4397.42,87.95,351.79
3,2022,11,4397.42,87.95,351.79
3,2022,12,4397.42,87.95,351.79
3,2023,1,4649.05,92.98,371.92
3,2023,2,4649.05,92.98,371.92
3,2023,3,4649.05,92.98,371.92
3,2023,4,4649.05,92.98,371.92
3,2023,5,4649.05,92.98,371.92
3,2023,6,4649.05,92.98,371.92
3,2023,7,4649.05,92.98,371.92
3,2023,8,4649.05,92.98,371.92
3,2023,9,4649.05,92.98,371.92
3,2023,10,4649.05,92.98,371.92
3,2023,11,4649.05,92.98,371.92
3,2023,12,4649.05,92.98,371.92
3,2024,1,5091.26,101.83,407.3
3,2024,2,5091.26,101.83,407.3
3,2024,3,5091.26,101.83,407.3
3,2024,4,5091.26,101.83,407.3
3,2024,5,5091.26,101.83,407.3
3,2024,6,5091.26,101.83,407.3
3,2024,7,5091.26,101.83,407.3
3,2024,8,5091.26,101.83,407.3
3,2024,9,5091.26,101.83,407.3
3,2024,10,5091.26,101.83,407.3
3,2024,11,5091.26,101.83,407.3
3,2024,12,5091.26,101.83,407.3
3,2025,1,5029.77,100.6,402.38
3,2025,2,5029.77,100.6,402.38
3,2025,3,5029.77,100.6,402.38
3,2025,4,5029.77,100.6,402.38
3,2025,5,5029.77,100.6,402.38
3,2025,6,5029.77,100.6,402.38
3,2025,7,5029.77,100.6,402.38
3,2025,8,5029.77,100.6,402.38
3,2025,9,5029.77,100.6,402.38
3,2025,10,5029.77,100.6,402.38
3,2025,11,5029.77,100.6,402.38
3,2025,12,5029.77,100.6,402.38
4,2022,1,6573.36,131.47,525.87
4,2022,2,6573.36,131.47,525.87
4,2022,3,6573.36,131.47,525.87
4,2022,4,6573.36,131.47,525.87
4,2022,5,6573.36,131.47,525.87
4,2022,6,6573.36,131.47,525.87
4,2022,7,6573.36,131.47,525.87
4,2022,8,6573.36,131.47,525.87
4,2022,9,6573.36,131.47,525.87
4,2022,10,6573.36,131.47,525.87
4,2022,11,6573.36,131.47,525.87
4,2022,12,6573.36,131.47,525.87
4,2023,1,7098.77,141.98,567.9
4,2023,2,7098.77,141.98,567.9
4,2023,3,7098.77,141.98,567.9
4,2023,4,7098.77,141.98,567.9
4,2023,5,7098.77,141.98,567.9
4,2023,6,7098.77,141.98,567.9
4,2023,7,7098.77,141.98,567.9
4,2023,8,7098.77,141.98,567.9
4,2023,9,7098.77,141.98,567.9
4,2023,10,7098.77,141.98,567.9
4,2023,11,7098.77,141.98,567.9
4,2023,12,7098.77,141.98,567.9
4,2024,1,7524.72,150.49,601.98
4,2024,2,7524.72,150.49,601.98
4,2024,3,7524.72,150.49,601.98
4,2024,4,7524.72,150.49,601.98
4,2024,5,7524.72,150.49,601.98
4,2024,6,7524.72,150.49,601.98
4,2024,7,7524.72,150.49,601.98
4,2024,8,7524.72,150.49,601.98
4,2024,9,7524.72,150.49,601.98
4,2024,10,7524.72,150.49,601.98
4,2024,11,7524.72,150.49,601.98
4,2024,12,7524.72,150.49,601.98
4,2025,1,7585.27,151.71,606.82
4,2025,2,7585.27,151.71,606.82
4,2025,3,7585.27,151.71,606.82
4,2025,4,7585.27,151.71,606.82
4,2025,5,7585.27,151.71,606.82
4,2025,6,7585.27,151.71,606.82
4,2025,7,7585.27,151.71,606.82
4,2025,8,7585.27,151.71,606.82
4,2025,9,7585.27,151.71,606.82
4,2025,10,7585.27,151.71,606.82
4,2025,11,7585.27,151.71,606.82
4,2025,12,7585.27,151.71,606.82
5,2021,1,678.22,678.22,0.0
5,2022,1,718.25,718.25,0.0
5,2023,1,783.64,783.64,0.0
5,2024,1,814.44,814.44,0.0
5,2025,1,765.18,765.18,0.0
6,2022,1,7870.79,157.42,629.66
6,2022,2,7870.79,157.42,629.66
6,2022,3,7870.79,157.42,629.66
6,2022,4,7870.79,157.42,629.66
6,2022,5,7870.79,157.42,629.66
6,2022,6,7870.79,157.42,629.66
6,2022,7,7870.79,157.42,629.66
6,2022,8,7870.79,157.42,629.66
6,2022,9,7870.79,157.42,629.66
6,2022,10,7870.79,157.42,629.66
6,2022,11,7870.79,157.42,629.66
6,2022,12,7870.79,157.42,629.66
6,2023,1,8261.16,165.22,660.89
6,2023,2,8261.16,165.22,660.89
6,2023,3,8261.16,165.22,660.89
6,2023,4,8261.16,165.22,660.89
6,2023,5,8261.16,165.22,660.89
6,2023,6,8261.16,165.22,660.89
6,2023,7,8261.16,165.22,660.89
6,2023,8,8261.16,165.22,660.89
6,2023,9,8261.16,165.22,660.89
6,2023,10,8261.16,165.22,660.89
6,2023,11,8261.16,165.22,660.89
6,2023,12,8261.16,165.22,660.89
6,2024,1,8811.38,176.23,704.91
6,2024,2,8811.38,176.23,704.91
6,2024,3,8811.38,176.23,704.91
6,2024,4,8811.38,176.23,704.91
6,2024,5,8811.38,176.23,704.91
6,2024,6,8811.38,176.23,704.91
6,2024,7,8811.38,176.23,704.91
6,2024,8,8811.38,176.23,704.91
6,2024,9,8811.38,176.23,704.91
6,2024,10,8811.38,176.23,704.91
6,2024,11,8811.38,176.23,704.91
6,2024,12,8811.38,176.23,704.91
6,2025,1,9686.58,193.73,774.93
6,2025,2,9686.58,193.73,774.93
6,2025,3,9686.58,193.73,774.93
6,2025,4,9686.58,193.73,774.93
6,2025,5,9686.58,193.73,774.93
6,2025,6,9686.58,193.73,774.93
6,2025,7,9686.58,193.73,774.93
6,2025,8,9686.58,193.73,774.93
6,2025,9,9686.58,193.73,774.93
6,2025,10,9686.58,193.73,774.93
6,2025,11,9686.58,193.73,774.93
6,2025,12,9686.58,193.73,774.93
7,2021,1,6815.06,136.3,545.2
7,2021,2,6815.06,136.3,545.2
7,2021,3,6815.06,136.3,545.2
7,2021,4,6815.06,136.3,545.2
7,2021,5,6815.06,136.3,545.2
7,2021,6,6815.06,136.3,545.2
7,2021,7,6815.06,136.3,545.2
7,2021,8,6815.06,136.3,545.2
7,2021,9,6815.06,136.3,545.2
7,2021,10,6815.06,136.3,545.2
7,2021,11,6815.06,136.3,545.2
7,2021,12,6815.06,136.3,545.2
7,2022,1,7211.76,144.24,576.94
7,2022,2,7211.76,144.24,576.94
7,2022,3,7211.76,144.24,576.94
7,2022,4,7211.76,144.24,576.94
7,2022,5,7211.76,144.24,576.94
7,2022,6,7211.76,144.24,576.94
7,2022,7,7211.76,144.24,576.94
7,2022,8,7211.76,144.24,576.94
7,2022,9,7211.76,144.24,576.94
7,2022,10,7211.76,144.24,576.94
7,2022,11,7211.76,144.24,576.94
7,2022,12,7211.76,144.24,576.94
7,2023,1,7266.06,145.32,581.28
7,2023,2,7266.06,145.32,581.28
7,2023,3,7266.06,145.32,581.28
7,2023,4,7266.06,145.32,581.28
7,2023,5,7266.06,145.32,581.28
7,2023,6,7266.06,145.32,581.28
7,2023,7,7266.06,145.32,581.28
7,2023,8,7266.06,145.32,581.28
7,2023,9,7266.06,145.32,581.28
7,2023,10,7266.06,145.32,581.28
7,2023,11,7266.06,145.32,581.28
7,2023,12,7266.06,145.32,581.28
7,2024,1,7988.26,159.77,639.06
7,2024,2,7988.26,159.77,639.06
7,2024,3,7988.26,159.77,639.06
7,2024,4,7988.26,159.77,639.06
7,2024,5,7988.26,159.77,639.06
7,2024,6,7988.26,159.77,639.06
7,2024,7,7988.26,159.77,639.06
7,2024,8,7988.26,159.77,639.06
7,2024,9,7988.26,159.77,639.06
7,2024,10,7988.26,159.77,639.06
7,2024,11,7988.26,159.77,639.06
7,2024,12,7988.26,159.77,639.06
7,2025,1,8321.86,166.44,665.75
7,2025,2,8321.86,166.44,665.75
7,2025,3,8321.86,166.44,665.75
7,2025,4,8321.86,166.44,665.75
7,2025,5,8321.86,166.44,665.75
7,2025,6,8321.86,166.44,665.75
7,2025,7,8321.86,166.44,665.75
7,2025,8,8321.86,166.44,665.75
7,2025,9,8321.86,166.44,665.75
7,2025,10,8321.86,166.44,665.75
7,2025,11,8321.86,166.44,665.75
7,2025,12,8321.86,166.44,665.75
8,2023,1,6546.99,130.94,523.76
8,2023,2,6546.99,130.94,523.76
8,2023,3,6546.99,130.94,523.76
8,2023,4,6546.99,130.94,523.76
8,2023,5,6546.99,130.94,523.76
8,2023,6,6546.99,130.94,523.76
8,2023,7,6546.99,130.94,523.76
8,2023,8,6546.99,130.94,523.76
8,2023,9,6546.99,130.94,523.76
8,2023,10,6546.99,130.94,523.76
8,2023,11,6546.99,130.94,523.76
8,2023,12,6546.99,130.94,523.76
8,2024,1,6770.47,135.41,541.64
8,2024,2,6770.47,135.41,541.64
8,2024,3,6770.47,135.41,541.64
8,2024,4,6770.47,135.41,541.64
8,2024,5,6770.47,135.41,541.64
8,2024,6,6770.47,135.41,541.64
8,2024,7,6770.47,135.41,541.64
8,2024,8,6770.47,135.41,541.64
8,2024,9,6770.47,135.41,541.64
8,2024,10,6770.47,135.41,541.64
8,2024,11,6770.47,135.41,541.64
8,2024,12,6770.47,135.41,541.64
8,2025,1,7493.25,149.87,599.46
8,2025,2,7493.25,149.87,599.46
8,2025,3,7493.25,149.87,599.46
8,2025,4,7493.25,149.87,599.46
8,2025,5,7493.25,149.87,599.46
8,2025,6,7493.25,149.87,599.46
8,2025,7,7493.25,149.87,599.46
8,2025,8,7493.25,149.87,599.46
8,2025,9,7493.25,149.87,599.46
8,2025,10,7493.25,149.87,599.46
8,2025,11,7493.25,149.87,599.46
8,2025,12,7493.25,149.87,599.46
9,2023,1,703.91,703.91,0.0
9,2024,1,728.04,728.04,0.0
9,2025,1,789.69,789.69,0.0
10,2021,1,5304.51,530.45,0.0
10,2021,2,5304.51,530.45,0.0
10,2021,3,5304.51,530.45,0.0
10,2021,4,5304.51,530.45,0.0
10,2021,5,5304.51,530.45,0.0
10,2021,6,5304.51,530.45,0.0
10,2021,7,5304.51,530.45,0.0
10,2021,8,5304.51,530.45,0.0
10,2021,9,5304.51,530.45,0.0
10,2021,10,5304.51,530.45,0.0
10,2021,11,5304.51,530.45,0.0
10,2021,12,5304.51,530.45,0.0
10,2022,1,5585.16,558.52,0.0
10,2022,2,5585.16,558.52,0.0
10,2022,3,5585.16,558.52,0.0
10,2022,4,5585.16,558.52,0.0
10,2022,5,5585.16,558.52,0.0
10,2022,6,5585.16,558.52,0.0
10,2022,7,5585.16,558.52,0.0
10,2022,8,5585.16,558.52,0.0
10,2022,9,5585.16,558.52,0.0
10,2022,10,5585.16,558.52,0.0
10,2022,11,5585.16,558.52,0.0
10,2022,12,5585.16,558.52,0.0
10,2023,1,6086.11,608.61,0.0
10,2023,2,6086.11,608.61,0.0
10,2023,3,6086.11,608.61,0.0
10,2023,4,6086.11,608.61,0.0
10,2023,5,6086.11,608.61,0.0
10,2023,6,6086.11,608.61,0.0
10,2023,7,6086.11,608.61,0.0
10,2023,8,6086.11,608.61,0.0
10,2023,9,6086.11,608.61,0.0
10,2023,10,6086.11,608.61,0.0
10,2023,11,6086.11,608.61,0.0
10,2023,12,6086.11,608.61,0.0
10,2024,1,6407.75,640.78,0.0
10,2024,2,6407.75,640.78,0.0
10,2024,3,6407.75,640.78,0.0
10,2024,4,6407.75,640.78,0.0
10,2024,5,6407.75,640.78,0.0
10,2024,6,6407.75,640.78,0.0
10,2024,7,6407.75,640.78,0.0
10,2024,8,6407.75,640.78,0.0
10,2024,9,6407.75,640.78,0.0
10,2024,10,6407.75,640.78,0.0
10,2024,11,6407.75,640.78,0.0
10,2024,12,6407.75,640.78,0.0
10,2025,1,6602.05,660.21,0.0
10,2025,2,6602.05,660.21,0.0
10,2025,3,6602.05,660.21,0.0
10,2025,4,6602.05,660.21,0.0
10,2025,5,6602.05,660.21,0.0
10,2025,6,6602.05,660.21,0.0
10,2025,7,6602.05,660.21,0.0
10,2025,8,6602.05,660.21,0.0
10,2025,9,6602.05,660.21,0.0
10,2025,10,6602.05,660.21,0.0
10,2025,11,6602.05,660.21,0.0
10,2025,12,6602.05,660.21,0.0
